Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Age in Yrs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Day of Joining,Age in Company (Years),Salary,Monthly ,County,City,Current Record Flag,Function
155956,Mr.,Sterling,K,Hooper,M,sterling.hooper@hotmail.com,54.89,8/18/2003,Q3,H2,2003,8,August,18,13.95,43740,6561,UK,Liverpool,Y,Finance
924304,Mrs.,Elvira,D,Byrd,F,elvira.byrd@gmail.com,27.49,4/19/2011,Q2,H1,2011,4,April,19,6.28,43215,6482.3,UK,Liverpool,Y,Finance
138351,Mr.,Nestor,J,Carney,M,nestor.carney@gmail.com,42.18,12/04/1996,Q4,H2,1996,12,December,4,20.66,43070,6460.5,UK,Liverpool,Y,Finance
423008,Drs.,Inez,C,Kane,F,inez.kane@ntlworld.com,32.23,09/11/2009,Q3,H2,2009,9,September,11,7.88,42995.6,6449.3,UK,Liverpool,Y,Finance
495105,Mrs.,Coleen,V,Morris,F,coleen.morris@gmail.com,21.71,02/02/2017,Q1,H1,2017,2,February,2,0.48,42558.3,6383.8,UK,Liverpool,Y,Finance
724235,Mr.,Quentin,J,Benson,M,quentin.benson@gmail.com,37.38,4/17/2013,Q2,H1,2013,4,April,17,4.28,42131.7,6319.8,UK,Liverpool,Y,Finance
966375,Dr.,Mathew,O,Hodge,M,mathew.hodge@hotmail.com,22.08,11/11/2016,Q4,H2,2016,11,November,11,0.71,41991.1,6298.7,UK,Warrington,Y,Finance
449164,Drs.,Lillian,H,Gill,F,lillian.gill@gmail.com,47.03,04/09/2000,Q2,H1,2000,4,April,9,17.31,41895,6284.3,UK,Liverpool,Y,Finance
634658,Mr.,Rolland,D,Mendoza,M,rolland.mendoza@yahoo.com,51.01,1/26/2015,Q1,H1,2015,1,January,26,2.5,41735,6260.3,UK,Liverpool,Y,Finance
855988,Hon.,Christian,G,Morrison,M,christian.morrison@yahoo.co.in,58.1,11/12/2011,Q4,H2,2011,11,November,12,5.71,41727.2,6259.1,UK,Liverpool,Y,HR
959306,Ms.,Shana,O,Gould,F,shana.gould@gmail.com,44.05,8/17/2000,Q3,H2,2000,8,August,17,16.96,41645,6246.8,UK,Liverpool,Y,HR
520702,Ms.,Clarissa,Z,Lawson,F,clarissa.lawson@hotmail.com,24.1,11/11/2015,Q4,H2,2015,11,November,11,1.71,41624.4,6243.7,UK,Liverpool,Y,HR
215589,Ms.,Molly,X,Roach,F,molly.roach@gmail.com,50.8,10/01/2005,Q4,H2,2005,10,October,1,11.83,41557.2,6233.6,UK,Liverpool,Y,HR
118236,Mr.,Monroe,D,Beach,M,monroe.beach@bp.com,29.8,8/26/2015,Q3,H2,2015,8,August,26,1.92,41362.2,6204.3,UK,Liverpool,Y,HR
316407,Drs.,Raquel,A,Bray,F,raquel.bray@hotmail.co.uk,23.65,09/10/2015,Q3,H2,2015,9,September,10,1.88,41360.6,6204.1,UK,Liverpool,Y,HR
541867,Ms.,Lorrie,V,Leblanc,F,lorrie.leblanc@gmail.com,49.58,2/13/1993,Q1,H1,1993,2,February,13,24.47,41217.8,6182.7,UK,Liverpool,Y,HR
127205,Mrs.,Annmarie,C,Frye,F,annmarie.frye@charter.net,31.17,7/14/2013,Q3,H2,2013,7,July,14,4.04,40545,6081.8,UK,Liverpool,Y,HR
937737,Mr.,Roberto,T,Caldwell,M,roberto.caldwell@gmail.com,22.98,03/11/2017,Q1,H1,2017,3,March,11,0.38,39957.8,5993.7,UK,Liverpool,Y,HR
224473,Ms.,Adriana,R,Mcfarland,F,adriana.mcfarland@outlook.com,38.94,01/10/2000,Q1,H1,2000,1,January,10,17.56,39915,5987.3,UK,Liverpool,Y,HR
902132,Mrs.,Colleen,N,Bray,F,colleen.bray@hotmail.com,35.33,7/29/2014,Q3,H2,2014,7,July,29,3,39880,5982,UK,Liverpool,Y,HR
768943,Mrs.,Connie,O,Shaffer,F,connie.shaffer@walmart.com,43.99,10/15/1999,Q4,H2,1999,10,October,15,17.8,39533.3,5930,UK,Liverpool,Y,HR
505758,Mr.,Garland,Q,Watkins,M,garland.watkins@apple.com,55.57,9/26/2008,Q3,H2,2008,9,September,26,8.84,39362.2,5904.3,UK,Liverpool,Y,HR
759248,Dr.,Rory,V,Fowler,M,rory.fowler@shaw.ca,41.42,12/22/2004,Q4,H2,2004,12,December,22,12.61,39236.7,5885.5,UK,Warrington,Y,HR
871770,Ms.,Monique,S,Deleon,F,monique.deleon@hotmail.com,27.32,5/17/2015,Q2,H1,2015,5,May,17,2.2,38780.6,5817.1,UK,Liverpool,Y,HR
979649,Mr.,Jamar,Q,Castaneda,M,jamar.castaneda@yahoo.com,35.24,5/22/2006,Q2,H1,2006,5,May,22,11.19,38191.7,5728.8,UK,Liverpool,Y,HR
766783,Mrs.,Marta,N,Cervantes,F,marta.cervantes@gmail.com,46.47,9/17/2016,Q3,H2,2016,9,September,17,0.86,37852.2,5677.8,UK,Warrington,Y,HR
811489,Hon.,Susanna,R,Huff,F,susanna.huff@hotmail.com,47.08,05/04/2011,Q2,H1,2011,5,May,4,6.24,37502.8,5625.4,UK,Liverpool,Y,HR
279563,Mr.,Clint,A,Bridges,M,clint.bridges@aol.com,23.25,10/14/2015,Q4,H2,2015,10,October,14,1.79,37467.8,5620.2,UK,Warrington,Y,HR
189557,Mrs.,Claudine,Y,Black,F,claudine.black@gmail.com,39.21,09/09/2015,Q3,H2,2015,9,September,9,1.88,37443.3,5616.5,UK,Liverpool,Y,HR
397164,Mrs.,Silvia,F,Huff,F,silvia.huff@gmail.com,43.48,1/28/2009,Q1,H1,2009,1,January,28,8.5,37327.2,5599.1,UK,Liverpool,Y,HR
145327,Mr.,Erin,M,Olsen,M,erin.olsen@yahoo.ca,22.99,4/19/2016,Q2,H1,2016,4,April,19,1.27,36986.1,5547.9,UK,Warrington,Y,HR
962851,Ms.,Kathie,E,Kirby,F,kathie.kirby@sbcglobal.net,30.7,7/30/2011,Q3,H2,2011,7,July,30,6,36658.3,5498.8,UK,Liverpool,Y,HR
951857,Drs.,Sherri,T,Snyder,F,sherri.snyder@gmail.com,26.18,8/21/2013,Q3,H2,2013,8,August,21,3.94,36554.4,5483.2,UK,Warrington,Y,HR
505780,Drs.,Ester,Z,Houston,F,ester.houston@ibm.com,39.41,07/01/2007,Q3,H2,2007,7,July,1,10.08,36526.7,5479,UK,Liverpool,Y,HR
725424,Dr.,Roderick,R,Vinson,M,roderick.vinson@hotmail.com,23.42,8/28/2016,Q3,H2,2016,8,August,28,0.92,36280,5442,UK,Liverpool,Y,HR
648118,Drs.,Bobbie,M,Joyner,F,bobbie.joyner@gmail.com,46.3,4/19/2016,Q2,H1,2016,4,April,19,1.27,36196.1,5429.4,UK,Liverpool,Y,HR
528576,Mr.,Darin,F,Callahan,M,darin.callahan@gmail.com,24.77,4/14/2014,Q2,H1,2014,4,April,14,3.29,36056.1,5408.4,UK,Liverpool,Y,HR
423470,Mrs.,Ella,W,Craft,F,ella.craft@aol.com,25.46,04/07/2017,Q2,H1,2017,4,April,7,0.31,35845,5376.8,UK,Liverpool,Y,HR
542826,Mr.,Marcus,D,Bolton,M,marcus.bolton@aol.com,40.09,01/09/2011,Q1,H1,2011,1,January,9,6.55,35291.7,5293.8,UK,Warrington,Y,HR
158543,Mr.,Greg,S,Kane,M,greg.kane@bp.com,53.33,5/21/1992,Q2,H1,1992,5,May,21,25.2,34946.7,5242,UK,Warrington,Y,HR
713805,Mr.,Adam,I,Bartlett,M,adam.bartlett@aol.com,45.87,6/20/2005,Q2,H1,2005,6,June,20,12.11,34931.1,5239.7,UK,Liverpool,Y,HR
451972,Hon.,Waldo,I,Shields,M,waldo.shields@aol.com,46.69,2/22/2012,Q1,H1,2012,2,February,22,5.43,34686.1,5202.9,UK,Warrington,Y,HR
354363,Ms.,Tabatha,W,Arnold,F,tabatha.arnold@gmail.com,41.02,12/01/2004,Q4,H2,2004,12,December,1,12.66,34449.4,5167.4,UK,Liverpool,Y,HR
404070,Prof.,Aldo,J,Medina,M,aldo.medina@gmail.com,43.75,10/04/2009,Q4,H2,2009,10,October,4,7.82,34328.3,5149.3,UK,Warrington,Y,HR
766745,Hon.,Joanne,K,Melton,F,joanne.melton@verizon.net,52.64,3/30/2006,Q1,H1,2006,3,March,30,11.34,34159.4,5123.9,UK,Liverpool,Y,HR
509911,Ms.,Kirsten,Y,Lee,F,kirsten.lee@hotmail.com,48.81,12/19/2014,Q4,H2,2014,12,December,19,2.61,33958.9,5093.8,UK,Liverpool,Y,HR
431841,Ms.,Taylor,K,Barlow,F,taylor.barlow@aol.com,52.51,4/18/1987,Q2,H1,1987,4,April,18,30.3,33934.4,5090.2,UK,Liverpool,Y,HR
870904,Ms.,Maxine,F,Moran,F,maxine.moran@gmail.com,49.28,3/25/2009,Q1,H1,2009,3,March,25,8.35,33920,5088,UK,Liverpool,Y,HR
412201,Ms.,Dina,Q,Jones,F,dina.jones@aol.com,26.94,7/26/2013,Q3,H2,2013,7,July,26,4.01,33852.8,5077.9,UK,Liverpool,Y,HR
225090,Mr.,Alfredo,H,Vasquez,M,alfredo.vasquez@bp.com,44.3,10/04/2005,Q4,H2,2005,10,October,4,11.82,32937.2,4940.6,UK,Liverpool,Y,HR
785299,Mr.,Marc,F,Nixon,M,marc.nixon@gmail.com,47.47,12/28/2005,Q4,H2,2005,12,December,28,11.59,32846.1,4926.9,UK,Liverpool,Y,HR
252938,Hon.,Antoine,H,Wiley,M,antoine.wiley@verizon.net,21.44,4/18/2017,Q2,H1,2017,4,April,18,0.28,32629.4,4894.4,UK,Warrington,Y,HR
963676,Mr.,Bradley,L,Chan,M,bradley.chan@hotmail.com,38.1,12/02/2002,Q4,H2,2002,12,December,2,14.66,32590.6,4888.6,UK,Warrington,Y,HR
239010,Mr.,Fred,E,Hayes,M,fred.hayes@yahoo.com,37.64,3/30/2001,Q1,H1,2001,3,March,30,16.34,32413.9,4862.1,UK,Liverpool,Y,HR
763459,Mr.,Gino,A,Mcconnell,M,gino.mcconnell@aol.com,41.83,5/23/2005,Q2,H1,2005,5,May,23,12.19,32072.8,4810.9,UK,Liverpool,Y,HR
169348,Mr.,Aubrey,T,Pugh,M,aubrey.pugh@gmail.com,23.64,03/01/2016,Q1,H1,2016,3,March,1,1.41,31553.9,4733.1,UK,Warrington,Y,HR
415004,Ms.,Rosa,P,Camacho,F,rosa.camacho@gmail.com,22.32,5/25/2016,Q2,H1,2016,5,May,25,1.18,31141.1,4671.2,UK,Liverpool,Y,HR
409341,Mrs.,Imogene,O,Sanders,F,imogene.sanders@yahoo.com,32.17,10/15/2012,Q4,H2,2012,10,October,15,4.79,31025,4653.8,UK,Liverpool,Y,HR
870463,Mr.,Salvador,S,Deleon,M,salvador.deleon@hotmail.com,48.34,2/21/1995,Q1,H1,1995,2,February,21,22.45,30750.6,4612.6,UK,Liverpool,Y,HR
241302,Mr.,Monty,R,Lancaster,M,monty.lancaster@walmart.com,57.4,08/07/1985,Q3,H2,1985,8,August,7,31.99,29618.3,4442.8,UK,Liverpool,Y,HR
932453,Mrs.,Beatriz,I,Knowles,F,beatriz.knowles@gmail.com,33.44,9/16/2011,Q3,H2,2011,9,September,16,5.87,29617.2,4442.6,UK,Warrington,Y,HR
638943,Mr.,Buford,D,Hobbs,M,buford.hobbs@msn.com,41.85,3/15/2000,Q1,H1,2000,3,March,15,17.38,29422.2,4413.3,UK,Liverpool,Y,HR
750581,Ms.,Jocelyn,U,Rojas,F,jocelyn.rojas@earthlink.net,48.51,10/17/2009,Q4,H2,2009,10,October,17,7.78,27310,4096.5,UK,Liverpool,Y,HR
297741,Ms.,Lynn,E,Pena,F,lynn.pena@yahoo.co.in,54.99,11/08/1996,Q4,H2,1996,11,November,8,20.73,26912.8,4036.9,UK,Warrington,Y,HR
149763,Dr.,Dudley,N,Melton,M,dudley.melton@aol.com,26.34,5/17/2013,Q2,H1,2013,5,May,17,4.2,26910,4036.5,UK,Liverpool,Y,HR
311079,Dr.,Morgan,C,Farrell,M,morgan.farrell@gmail.com,28.3,11/23/2011,Q4,H2,2011,11,November,23,5.68,26773.3,4016,UK,Liverpool,Y,HR
648913,Mr.,Irwin,D,Jenkins,M,irwin.jenkins@aol.com,42.22,5/23/2013,Q2,H1,2013,5,May,23,4.18,26740.6,4011.1,UK,Warrington,Y,HR
948512,Mr.,Jared,Q,Shepherd,M,jared.shepherd@ntlworld.com,21.35,05/10/2017,Q2,H1,2017,5,May,10,0.22,26310.6,3946.6,UK,Liverpool,Y,HR
761381,Ms.,Nichole,Z,Lloyd,F,nichole.lloyd@shell.com,31.28,12/15/2016,Q4,H2,2016,12,December,15,0.62,25981.1,3897.2,UK,Liverpool,Y,HR
587361,Hon.,Rosario,W,Trevino,F,rosario.trevino@hotmail.co.uk,56.64,6/30/2001,Q2,H1,2001,6,June,30,16.09,25807.2,3871.1,UK,Warrington,Y,HR
974444,Prof.,Luther,F,Mcneil,M,luther.mcneil@aol.com,25.34,04/02/2014,Q2,H1,2014,4,April,2,3.32,25689.4,3853.4,UK,Liverpool,Y,HR
781472,Mr.,Isiah,T,Guthrie,M,isiah.guthrie@bellsouth.net,51.98,05/06/2009,Q2,H1,2009,5,May,6,8.23,25288.3,3793.3,UK,Liverpool,Y,HR
463784,Mr.,Scott,H,Best,M,scott.best@cox.net,26.95,12/22/2015,Q4,H2,2015,12,December,22,1.6,25116.7,3767.5,UK,Warrington,Y,HR
603575,Ms.,Ophelia,V,Wagner,F,ophelia.wagner@ibm.com,45.52,11/25/2013,Q4,H2,2013,11,November,25,3.67,25106.7,3766,UK,Liverpool,Y,HR
798043,Ms.,Claudette,B,Walter,F,claudette.walter@outlook.com,33.47,08/04/2012,Q3,H2,2012,8,August,4,4.98,24683.3,3702.5,UK,Liverpool,Y,HR
458320,Ms.,Tessa,D,Pace,F,tessa.pace@aol.com,59.68,12/29/2012,Q4,H2,2012,12,December,29,4.58,24554.4,3683.2,UK,Warrington,Y,HR
839558,Mr.,Teddy,A,Merritt,M,teddy.merritt@msn.com,40.16,5/15/2010,Q2,H1,2010,5,May,15,7.21,23995.6,3599.3,UK,Warrington,Y,HR
337955,Mr.,Jeremiah,W,Dotson,M,jeremiah.dotson@cox.net,29.05,1/21/2015,Q1,H1,2015,1,January,21,2.52,23800,3570,UK,Warrington,Y,HR
144114,Mrs.,Nancy,P,Gillespie,F,nancy.gillespie@ibm.com,37.28,02/03/2011,Q1,H1,2011,2,February,3,6.48,23220,3483,UK,Warrington,Y,HR
795934,Ms.,Melinda,L,Lopez,F,melinda.lopez@hotmail.com,32.89,11/22/2005,Q4,H2,2005,11,November,22,11.69,22937.2,3440.6,UK,Warrington,Y,HR
278391,Ms.,Jami,N,Velasquez,F,jami.velasquez@hotmail.com,25.03,8/19/2016,Q3,H2,2016,8,August,19,0.94,22712.8,3406.9,UK,Liverpool,Y,HR
220061,Prof.,Norbert,P,Joyner,M,norbert.joyner@gmail.com,51.31,11/24/2008,Q4,H2,2008,11,November,24,8.68,22638.3,3395.8,UK,Liverpool,Y,HR
620634,Ms.,Janna,Y,Hopkins,F,janna.hopkins@aol.com,29.7,12/21/2011,Q4,H2,2011,12,December,21,5.61,22369.4,3355.4,UK,Liverpool,Y,HR
